Plataforma,Año_de_Lanzamiento,Género,Editor,Ventas_NA,Ventas_EU,Ventas_JP,Otras_Ventas,Ventas_Globales,Puntuación_Crítica,Número_Críticas,Puntuación_Usuarios,Número_Usuarios,Desarrolladora,Clasificación_ESRB
PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55,84.0,58.0,8.4,208,Ready at Dawn,M (17 años)
Wii,2008,Platform,Take-Two Interactive,0.49,0.02,0.0,0.04,0.55,47.0,4.0,7.0,5,High Voltage Software,E (6 años)
PS2,2001,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55,80.0,22.0,8.5,35,Crystal Dynamics,M (17 años)
PS2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,94.0,53.0,9.3,439,Aspect,M (17 años)
PS3,2010,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55,80.0,53.0,7.4,312,Ninja Theory,T (13 años)
XB,2002,Fighting,THQ,0.4,0.13,0.0,0.02,0.55,68.0,33.0,6.6,15,Anchor,T (13 años)
XOne,2015,Misc,Activision,0.3,0.2,0.0,0.05,0.55,81.0,21.0,5.1,69,FreeStyleGames,T (13 años)
PS2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,67.0,19.0,7.8,19,Deep Space,M (17 años)
PS2,2001,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,68.0,19.0,6.7,12,Ubisoft,T (13 años)
PSV,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55,76.0,55.0,8.1,77,Clap Hanz,E (6 años)
XB,2002,Sports,Activision,0.34,0.18,0.0,0.02,0.55,93.0,22.0,8.4,17,Neversoft Entertainment,T (13 años)
GBA,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,82.0,17.0,8.9,31,Inti,E (6 años)
PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.55,75.0,30.0,7.7,284,Capcom,M (17 años)
PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55,81.0,18.0,6.8,19,Visual Concepts,E (6 años)
Wii,2011,Platform,Ubisoft,0.21,0.27,0.0,0.06,0.55,92.0,13.0,8.3,127,UBlart Montpellier,E10+ (10 años)
PC,2014,Action,Ubisoft,0.18,0.33,0.0,0.04,0.55,70.0,10.0,3.0,1463,"Ubisoft, Ubisoft Montreal",M (17 años)
X360,2011,Racing,THQ,0.37,0.13,0.0,0.04,0.55,63.0,43.0,7.2,24,THQ Digital Studio Phoenix,E (6 años)
XB,2004,Platform,Activision,0.4,0.13,0.0,0.02,0.55,72.0,31.0,8.4,5,"Luxoflux, Inc.",E (6 años)
DS,2007,Simulation,THQ,0.18,0.35,0.0,0.02,0.55,67.0,4.0,6.8,6,Brain Toys,E (6 años)
PC,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,86.0,22.0,6.9,1611,Ubisoft Montreal,M (17 años)
GBA,2003,Platform,THQ,0.39,0.15,0.0,0.01,0.55,79.0,28.0,9.2,19,Avalanche Software,E (6 años)
X360,2009,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,0.55,70.0,22.0,7.6,7,iNiS,T (13 años)
XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55,68.0,25.0,6.7,9,Acclaim,M (17 años)
PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,76.0,46.0,7.7,63,Naughty Dog,T (13 años)
PS2,2003,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55,41.0,14.0,4.8,12,Hothouse Creations,E (6 años)
XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55,74.0,61.0,8.5,26,Rockstar San Diego,M (17 años)
DS,2008,Puzzle,Deep Silver,0.5,0.0,0.0,0.04,0.55,67.0,19.0,6.8,6,Nuevo Retro Games,E (6 años)
DS,2008,Simulation,THQ,0.26,0.23,0.0,0.06,0.55,82.0,34.0,7.1,15,Rare Ltd.,E (6 años)
PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,0.08,0.54,75.0,69.0,8.3,343,Sanzaru Games,E10+ (10 años)
PS2,2008,Action,Sega,0.36,0.0,0.0,0.19,0.54,47.0,8.0,5.6,15,Artificial Mind and Movement,T (13 años)
PS3,2012,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54,77.0,27.0,8.0,350,Yager,M (17 años)
XB,2004,Platform,THQ,0.4,0.12,0.0,0.02,0.54,74.0,14.0,8.5,8,Heavy Iron Studios,E (6 años)
PS3,2013,Sports,Electronic Arts,0.28,0.17,0.0,0.09,0.54,80.0,22.0,6.0,79,Electronic Arts,E10+ (10 años)
PS3,2013,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,77.0,22.0,6.3,40,Codemasters Birmingham,E (6 años)
PS3,2009,Fighting,THQ,0.3,0.16,0.0,0.07,0.54,70.0,43.0,6.5,19,Yuke's,T (13 años)
X360,2007,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54,80.0,45.0,7.8,26,EA Salt Lake,E (6 años)
XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,82.0,24.0,8.8,10,Konami Computer Entertainment Hawaii,E (6 años)
PS2,2005,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,66.0,21.0,7.0,49,Radical Entertainment,E10+ (10 años)
PS2,2003,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54,75.0,39.0,8.6,22,Square Enix,T (13 años)
PSV,2012,Platform,Ubisoft,0.12,0.33,0.0,0.09,0.54,88.0,54.0,8.4,298,UBlart Montpellier,E10+ (10 años)
PS3,2007,Shooter,Vivendi Games,0.18,0.26,0.0,0.1,0.54,72.0,31.0,7.4,64,Day 1 Studios,M (17 años)
X360,2010,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.54,82.0,72.0,7.8,295,Ninja Theory,T (13 años)
PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.54,70.0,21.0,8.1,19,Dimps Corporation,T (13 años)
PS3,2012,Sports,Electronic Arts,0.24,0.21,0.0,0.08,0.54,75.0,14.0,5.7,9,Electronic Arts,E (6 años)
PS3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,58.0,18.0,7.5,20,"Omega Force, Koei Tecmo Games",T (13 años)
Wii,2010,Sports,Electronic Arts,0.23,0.25,0.0,0.06,0.54,84.0,29.0,8.3,23,EA Sports,E (6 años)
PS3,2009,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,81.0,32.0,7.5,25,EA Canada,E (6 años)
X360,2010,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,77.0,83.0,7.9,351,4A Games,M (17 años)
GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85.0,42.0,8.9,141,Intelligent Systems,T (13 años)
DS,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,78.0,57.0,8.6,102,Cing,T (13 años)
3DS,2014,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,69.0,57.0,7.0,87,Racjin,E10+ (10 años)
GC,2001,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54,87.0,20.0,8.6,18,EA Sports Big,E (6 años)
XB,2004,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,74.0,11.0,9.2,42,WXP,T (13 años)
PS2,2003,Sports,Sega,0.26,0.21,0.0,0.07,0.54,89.0,18.0,8.4,38,Visual Concepts,E (6 años)
X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55.0,24.0,5.8,52,Spike,T (13 años)
X360,2009,Role-Playing,Deep Silver,0.29,0.16,0.04,0.05,0.54,71.0,56.0,7.3,64,"Ascaron Entertainment GmbH, Ascaron Entertainment",M (17 años)
X360,2011,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54,67.0,50.0,6.6,140,Reality Pump,M (17 años)
PS2,2006,Platform,Activision,0.45,0.02,0.0,0.07,0.54,58.0,29.0,8.6,10,Edge of Reality,E10+ (10 años)
PS,2001,Sports,Activision,0.3,0.2,0.0,0.04,0.54,80.0,15.0,8.6,16,Shaba Games,E (6 años)
X360,2013,Sports,Electronic Arts,0.4,0.09,0.0,0.05,0.54,81.0,30.0,5.9,92,Electronic Arts,E10+ (10 años)
PS2,2003,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,59.0,17.0,8.6,14,Inevitable Entertainment,E (6 años)
PS2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,80.0,41.0,8.9,68,Incognito Inc.,T (13 años)
Wii,2010,Action,Electronic Arts,0.22,0.27,0.0,0.05,0.54,41.0,8.0,5.0,11,Electronic Arts,T (13 años)
PS2,2005,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,83.0,41.0,8.7,38,Radical Entertainment,T (13 años)
PS3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58.0,49.0,5.9,15,Nex Entertainment,T (13 años)
Wii,2008,Sports,Ubisoft,0.48,0.01,0.0,0.04,0.53,46.0,7.0,4.6,7,Destineer,E (6 años)
PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,81.0,21.0,7.9,20,Namco,T (13 años)
PS2,2005,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,78.0,19.0,9.1,13,EA Canada,E (6 años)
WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,0.05,0.53,62.0,5.0,6.5,29,Traveller's Tales,E10+ (10 años)
PSP,2010,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53,83.0,54.0,8.1,67,Sega,T (13 años)
Wii,2010,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,85.0,62.0,8.8,85,Eighting,T (13 años)
DS,2006,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,0.53,78.0,26.0,8.1,52,Neverland,E (6 años)
PS2,2003,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53,75.0,34.0,9.3,49,Crystal Dynamics,M (17 años)
PS2,2004,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53,78.0,19.0,8.3,13,EA Canada,E (6 años)
PS,2000,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53,51.0,16.0,4.6,14,Eutechnyx,T (13 años)
PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,87.0,49.0,8.8,102,Square Enix,T (13 años)
PS2,2004,Shooter,SCi,0.26,0.2,0.0,0.07,0.53,58.0,24.0,8.1,21,Pivotal Games,M (17 años)
PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,82.0,62.0,8.3,288,Vanillaware,T (13 años)
PS2,2003,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53,78.0,23.0,8.3,8,Midway,E (6 años)
XB,2004,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53,78.0,30.0,7.7,14,Midway,M (17 años)
Wii,2007,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.53,62.0,38.0,7.1,46,Rockstar Toronto,M (17 años)
XOne,2014,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53,70.0,17.0,7.5,20,Ubisoft,E10+ (10 años)
XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0.0,0.05,0.53,69.0,18.0,6.9,49,TT Games,E10+ (10 años)
PC,2016,Shooter,Activision,0.25,0.24,0.0,0.04,0.53,91.0,62.0,6.8,4052,Blizzard Entertainment,T (13 años)
XB,2005,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53,82.0,43.0,8.5,11,Ubisoft Montpellier,T (13 años)
XB,2005,Racing,Electronic Arts,0.32,0.19,0.0,0.01,0.53,89.0,65.0,8.4,66,Criterion Games,E10+ (10 años)
XB,2005,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,72.0,42.0,7.0,15,EA LA,T (13 años)
PS2,2004,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53,71.0,24.0,8.2,22,Krome Studios,E (6 años)
XB,2002,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53,59.0,23.0,6.6,10,WXP,T (13 años)
PS2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,63.0,26.0,6.3,27,SCEA Sports Studio,E (6 años)
Wii,2006,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,72.0,57.0,8.4,83,Monster Games Inc.,E (6 años)
DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.53,69.0,13.0,7.6,9,Konami,E10+ (10 años)
GC,2004,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53,81.0,36.0,8.5,11,Raven Software,T (13 años)
PC,2015,Strategy,Activision,0.19,0.29,0.0,0.04,0.53,88.0,62.0,8.3,833,Blizzard Entertainment,T (13 años)
PSP,2010,Racing,Sony Computer Entertainment,0.11,0.26,0.02,0.14,0.53,73.0,22.0,7.7,22,SCEA San Diego Studios,E (6 años)
DS,2009,Fighting,THQ,0.35,0.13,0.0,0.05,0.53,75.0,7.0,8.3,4,Yuke's,T (13 años)
PS2,2001,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,69.0,24.0,7.8,22,Rockstar Toronto,T (13 años)
PSP,2007,Shooter,Ubisoft,0.35,0.09,0.0,0.08,0.53,61.0,12.0,6.4,9,"High Voltage Software, Ubisoft Paris",T (13 años)
Wii,2008,Action,THQ,0.49,0.0,0.0,0.04,0.53,47.0,5.0,5.4,10,Incinerator Games,E (6 años)
PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,43.0,41.0,3.9,70,GRIN,T (13 años)
GC,2002,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23,Stormfront Studios,T (13 años)
PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,91.0,27.0,8.6,1847,Rocksteady Studios,T (13 años)
PS2,2005,Racing,THQ,0.26,0.2,0.0,0.07,0.53,68.0,36.0,7.7,24,Juice Games,T (13 años)
PS2,2005,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53,84.0,52.0,8.5,72,Rockstar Toronto,M (17 años)
DS,2006,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,76.0,56.0,7.3,56,Q-Games,E10+ (10 años)
PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,83.0,57.0,7.7,288,"Epic Games, People Can Fly",M (17 años)
PS2,2003,Shooter,Activision,0.26,0.2,0.0,0.07,0.53,66.0,21.0,8.0,23,Raster,M (17 años)
GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,81.0,21.0,8.0,25,Camelot Software Planning,E (6 años)
DC,1999,Simulation,Sega,0.0,0.0,0.52,0.0,0.52,82.0,24.0,8.4,16,Vivarium,T (13 años)
PS3,2011,Misc,Ubisoft,0.25,0.19,0.0,0.08,0.52,66.0,11.0,8.4,16,Ubisoft Montreal,E10+ (10 años)
PS3,2007,Racing,THQ,0.17,0.26,0.0,0.1,0.52,76.0,18.0,6.2,12,Paradigm Entertainment,T (13 años)
X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.52,77.0,68.0,8.0,114,Monolith Productions,M (17 años)
DS,2006,Role-Playing,Sega,0.17,0.0,0.33,0.02,0.52,69.0,27.0,8.2,21,ChunSoft,E (6 años)
Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,41.0,15.0,4.0,21,MTO,E (6 años)
X360,2010,Sports,Electronic Arts,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19,EA Sports,E (6 años)
PS2,2007,Action,Sega,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6,Shiny Entertainment,E10+ (10 años)
PS,2001,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,89.0,15.0,9.1,37,TOSE,T (13 años)
PSP,2009,Racing,Codemasters,0.08,0.29,0.0,0.16,0.52,68.0,23.0,7.2,14,Sumo Digital,E (6 años)
PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,73.0,19.0,8.5,36,Sony Bend,M (17 años)
PS2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,87.0,17.0,9.0,126,KCEJ,M (17 años)
Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68.0,46.0,7.1,93,Bandai Namco Games,T (13 años)
X360,2007,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52,73.0,37.0,5.3,19,EA Canada,E (6 años)
PS2,2005,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52,86.0,61.0,8.9,51,Namco,E (6 años)
X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22,Double Fine Productions,E (6 años)
XB,2002,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52,90.0,14.0,8.2,15,EA Sports,E (6 años)
Wii,2008,Simulation,505 Games,0.47,0.0,0.0,0.04,0.52,56.0,12.0,7.3,13,"Machatin, Inc.",E10+ (10 años)
PS3,2006,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,76.0,25.0,4.2,22,EA Tiburon,E (6 años)
WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14,TT Games,E10+ (10 años)
PS3,2008,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,75.0,32.0,7.8,15,EA Canada,E (6 años)
PS4,2015,Action,Electronic Arts,0.18,0.25,0.0,0.08,0.52,61.0,33.0,3.7,78,EA Tiburon,E (6 años)
PS3,2010,Misc,Sony Computer Entertainment,0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8,SCEE London Studio,T (13 años)
PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,68.0,45.0,6.6,425,"City Interactive, Deck 13",M (17 años)
PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96,Crystal Dynamics,T (13 años)
PS2,2003,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52,81.0,26.0,8.4,57,Io Interactive,T (13 años)
PSP,2007,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,78.0,40.0,7.8,107,"Climax Group, Climax Studios",M (17 años)
XB,2005,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29,Neversoft Entertainment,M (17 años)
PSP,2006,Fighting,Electronic Arts,0.46,0.01,0.0,0.04,0.52,74.0,22.0,8.1,22,EA Chicago,T (13 años)
PS2,2005,Action,THQ,0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56,Volition Inc.,M (17 años)
WiiU,2015,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227,HAL Labs,E (6 años)
PS2,2005,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52,80.0,41.0,7.9,26,EA Canada,E (6 años)
PS3,2008,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,0.52,78.0,51.0,7.5,150,Nippon Ichi Software,T (13 años)
GBA,2002,Sports,Activision,0.37,0.14,0.0,0.01,0.52,90.0,20.0,8.0,6,Vicarious Visions,E (6 años)
PS3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,58.0,18.0,7.9,22,Acquire,M (17 años)
PC,2006,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35,Maxis,T (13 años)
DS,2008,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,0.52,77.0,14.0,7.9,30,Neverland,E (6 años)
GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.1,12,Griptonite Games,E (6 años)
DS,2009,Simulation,Electronic Arts,0.26,0.2,0.0,0.05,0.52,70.0,10.0,7.5,4,Electronic Arts,E (6 años)
PS,2001,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52,81.0,6.0,8.8,9,EA Canada,E (6 años)
PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,74.0,22.0,8.2,19,Acquire,M (17 años)
PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,71.0,56.0,6.1,113,HexaDrive,M (17 años)
PS3,2008,Action,Activision,0.21,0.21,0.0,0.09,0.51,76.0,23.0,7.3,18,"Luxoflux, Inc.",E10+ (10 años)
X360,2012,Action,Disney Interactive Studios,0.32,0.15,0.0,0.04,0.51,59.0,35.0,5.5,22,Blitz Games Studios,E (6 años)
PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51,47.0,14.0,6.3,7,Mass Media,E (6 años)
DS,2008,Role-Playing,Disney Interactive Studios,0.36,0.11,0.0,0.04,0.51,70.0,26.0,7.7,14,"Jupiter Corporation, Jupiter Multimedia",E10+ (10 años)
PS2,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51,53.0,17.0,8.4,8,Blade Interactive,E (6 años)
PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,53.0,55.0,6.4,229,"Factor 5, SCE/WWS",T (13 años)
GC,2003,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51,94.0,19.0,7.7,17,EA Tiburon,E (6 años)
PS2,2000,Role-Playing,THQ,0.25,0.2,0.0,0.07,0.51,74.0,16.0,7.8,12,Volition Inc.,T (13 años)
PSV,2013,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06,0.51,77.0,71.0,8.2,298,"SCE Japan Studio, comcept",M (17 años)
PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.11,0.0,0.06,0.51,67.0,46.0,7.4,139,WBIE,T (13 años)
PSP,2006,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51,64.0,9.0,7.5,4,EA Sports,E (6 años)
X360,2009,Simulation,505 Games,0.23,0.23,0.0,0.05,0.51,80.0,43.0,8.4,18,Gaijin Entertainment,T (13 años)
PS3,2013,Shooter,Activision,0.28,0.15,0.0,0.08,0.51,34.0,14.0,3.6,196,Terminal Reality,M (17 años)
X360,2010,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,76.0,26.0,7.6,38,Visual Concepts,E (6 años)
Wii,2010,Adventure,Disney Interactive Studios,0.25,0.21,0.0,0.05,0.51,69.0,18.0,7.4,13,Etranges Libellules,E10+ (10 años)
PS3,2007,Action,THQ,0.09,0.32,0.0,0.1,0.51,55.0,8.0,4.8,4,Heavy Iron Studios,E (6 años)
XB,2003,Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51,85.0,19.0,8.2,11,EA Sports,E (6 años)
DS,2008,Action,Sega,0.35,0.12,0.0,0.05,0.51,56.0,10.0,7.0,4,Artificial Mind and Movement,E10+ (10 años)
XOne,2014,Shooter,Sega,0.22,0.24,0.0,0.04,0.51,78.0,24.0,7.8,314,Creative Assembly,M (17 años)
Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,82.0,13.0,8.4,17,Konami,E (6 años)
GBA,2002,Platform,THQ,0.37,0.14,0.0,0.01,0.51,62.0,4.0,8.8,8,Digital Eclipse,E (6 años)
Wii,2009,Fighting,Nintendo,0.44,0.03,0.0,0.04,0.51,74.0,23.0,8.1,21,8ing/Raizing,T (13 años)
PS2,2006,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51,75.0,45.0,8.4,55,Namco,T (13 años)
PC,2009,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.05,0.51,91.0,67.0,8.6,3542,BioWare,M (17 años)
PSP,2004,Action,Tecmo Koei,0.18,0.0,0.3,0.02,0.51,62.0,26.0,7.3,24,Koei,T (13 años)
PS2,2006,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51,76.0,11.0,4.6,51,EA Sports,E10+ (10 años)
PSP,2009,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,80.0,52.0,6.2,45,Bandai Namco Games,T (13 años)
X360,2009,Fighting,Namco Bandai Games,0.36,0.08,0.02,0.04,0.51,56.0,29.0,7.5,33,Spike,T (13 años)
X360,2013,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67,CyberConnect2,T (13 años)
PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51,71.0,4.0,4.8,4,Blue Castle Games,E (6 años)
GBA,2004,Fighting,Atari,0.36,0.13,0.0,0.01,0.51,73.0,26.0,7.0,21,Arc System Works,T (13 años)
XB,2004,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51,82.0,35.0,8.1,8,Midway,E (6 años)
PS2,2004,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51,76.0,54.0,7.8,191,KCET,M (17 años)
PS2,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.51,78.0,30.0,8.4,5,Digital Eclipse,T (13 años)
X360,2012,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51,77.0,47.0,5.6,39,Electronic Arts,E (6 años)
X360,2009,Action,Electronic Arts,0.26,0.2,0.0,0.05,0.51,73.0,69.0,8.2,141,Pandemic Studios,M (17 años)
PS2,2006,Racing,Sega,0.42,0.02,0.0,0.07,0.5,55.0,41.0,7.2,25,Sonic Team,E (6 años)
PS2,2003,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5,51.0,9.0,7.5,6,Warthog,E (6 años)
X360,2008,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,88.0,41.0,8.4,61,EA Canada,E10+ (10 años)
Wii,2008,Action,Take-Two Interactive,0.17,0.28,0.0,0.06,0.5,83.0,34.0,8.4,60,Rockstar Toronto,T (13 años)
X360,2006,Fighting,THQ,0.44,0.03,0.0,0.04,0.5,81.0,50.0,7.8,46,Yuke's,T (13 años)
XB,2003,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5,86.0,33.0,7.6,12,Rockstar San Diego,T (13 años)
Wii,2007,Action,THQ,0.43,0.03,0.0,0.04,0.5,62.0,16.0,6.7,12,Asobo Studio,E (6 años)
GC,2006,Adventure,THQ,0.39,0.1,0.0,0.01,0.5,60.0,10.0,6.5,4,AWE Games,E10+ (10 años)
PS2,2001,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5,44.0,13.0,7.0,11,Blitz Games,T (13 años)
PS2,2006,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,83.0,36.0,8.4,104,Io Interactive,M (17 años)
PS3,2008,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,54.0,30.0,6.9,28,Ubisoft Montreal,T (13 años)
PS2,2008,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5,73.0,7.0,6.5,36,Radical Entertainment,E10+ (10 años)
PS2,2002,Misc,Activision,0.25,0.19,0.0,0.06,0.5,75.0,13.0,7.7,6,Contraband Entertainment,E (6 años)
DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,83.0,33.0,8.7,36,Jupiter Corporation,E (6 años)
X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5,78.0,36.0,6.6,55,Konami,E (6 años)
PSP,2007,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,63.0,31.0,7.1,24,TOSE,T (13 años)
